ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
1832b,大安,大安站(信義)臺北市大安區信義路4段2號1、2號出口間,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.542027,25.033593,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1832b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1832b.JPG
1833a,大安,大安森林公園站臺北市大安區信義路3段100號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.535783,25.033416,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1833a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1833a.JPG
1833b,大安,大安森林公園站臺北市大安區信義路3段100號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.535783,25.033416,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1833b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1833b.JPG
1902a11,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,101教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902a11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902a11.JPG
1902a21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,201教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902a21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902a21.JPG
1902a31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,304教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902a31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902a31.JPG
1902a32,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,304教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902a32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902a32.JPG
1902a41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,401教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902a41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902a41.JPG
1902b21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,206教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902b21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902b21.JPG
1902b31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,309教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902b31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902b31.JPG
1902b32,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,309教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902b32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902b32.JPG
1902b41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,406教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902b41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902b41.JPG
1902c11,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,112教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902c11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902c11.JPG
1902c21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,212教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902c21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902c21.JPG
1902c31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,314教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902c31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902c31.JPG
1902c41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,音樂教室411,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902c41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902c41.JPG
1902d11,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,115教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902d11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902d11.JPG
1902d21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,216教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902d21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902d21.JPG
1902d31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,教師研究室318,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902d31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902d31.JPG
1902d41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,414教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902d41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902d41.JPG
1902e11,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,121教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902e11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902e11.JPG
1902e21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,222教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902e21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902e21.JPG
1902e31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,324教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902e31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902e31.JPG
1902e32,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,324教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902e32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902e32.JPG
1902e41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,自然教室419,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902e41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902e41.JPG
1902f11,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,126教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902f11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902f11.JPG
1902f21,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,227教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902f21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902f21.JPG
1902f31,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,329教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902f31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902f31.JPG
1902f32,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,329教室,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902f32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902f32.JPG
1902f41,信義,博愛國小臺北市信義區松仁路95巷20號,博愛國小總務處,+886 2 2345 0616轉410,Mo-Su 08:00-18:00,音樂社團3,121.570448,25.036349,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1902f41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1902f41.JPG
1954a11,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,忠孝樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a11,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a11.JPG
1954a12,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,忠孝樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a12,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a12.JPG
1954a14,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a14,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a14.JPG
1954a15,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a15,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a15.JPG
1954a21,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,忠孝樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a21.JPG
1954a22,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,忠孝樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a22,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a22.JPG
1954a23,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a23,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a23.JPG
1954a24,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a24,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a24.JPG
1954a31,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,忠孝樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a31.JPG
1954a33,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a33,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a33.JPG
1954a34,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,仁愛樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a34,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a34.JPG
1954b12,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,信義樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b12,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b12.JPG
1954b14,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b14,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b14.JPG
1954b15,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓1樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b15,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b15.JPG
1954b21,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,信義樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b21.JPG
1954b22,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,信義樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b22,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b22.JPG
1954b25,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b25,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b25.JPG
1954b26,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓2樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b26,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b26.JPG
1954b31,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,信義樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b31.JPG
1954b32,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,信義樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b32.JPG
1954b36,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b36,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b36.JPG
1954b37,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓3樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b37,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b37.JPG
1954b41,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓4樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b41.JPG
1954b42,中正,東門國小臺北市中正區仁愛路1段2之4號,東門國小總務處,+886 2 2341 2822轉27,Mo-Su 08:00-18:00,和平樓4樓,121.520870,25.038585,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b42,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b42.JPG
2001,文山,忠順公園臺北市文山區興隆路四段1巷15號964弄涼亭旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.561178,24.983205,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2001,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2001.JPG
2002,文山,久康公園臺北市文山區久康街35號對面遊戲區旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.564433,24.989357,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2002,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2002.JPG
2003,文山,保儀公園臺北市文山區木新路3段50巷26號對面遊戲區旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.563698,24.983592,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2003,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2003.JPG
2004,文山,木榮公園臺北市文山區木新路2段156-1號對面入口處,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.568861,24.984648,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2004,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2004.JPG
2006,文山,萬芳11號公園臺北市文山區萬美街二段82號(萬寧街與萬美街交口)公園內,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.563246,25.003300,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2006,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2006.JPG
2007,文山,道南河濱公園臺北市文山區木新路二段299巷與號恆光街30巷交叉口(恆光橋下)共融公園旁,工務局水利工程處南區管理站,+886 2 2720 8889#2690,24/7,121.567406,24.981491,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2007,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2007.JPG
2008,文山,木柵河濱公園臺北市文山區木新路三段417號(寶橋下)休憩空間旁,工務局水利工程處南區管理站,+886 2 2720 8889#2690,24/7,121.553800,24.979906,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2008,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2008.JPG
2009,文山,興福公園臺北市文山區景華街121巷17弄涼亭旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.546060,24.997032,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2009,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2009.JPG
2312a,三重,三重區公所新北市三重區新北大道一段11號大門,新北市三重區公所秘書室,+886 2 2986 2345轉555,Mo-Su 08:00-18:00,121.488200,25.061027,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2312a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2312a.JPG
2312b,三重,三重區公所新北市三重區新北大道一段11號停車場,新北市三重區公所秘書室,+886 2 2986 2345轉555,Mo-Su 08:00-18:00,121.488662,25.061032,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2312b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2312b.JPG
2430,松山,松山機場站臺北市松山區敦化北路338號3號出口,臺北大眾捷運股份有限公司(棕線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.552116,25.063067,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2430,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2430.JPG
2442a,中山,南京復興站臺北市中山區南京東路3段253號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541823,25.051712,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2442a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2442a.JPG
2442b,中山,南京復興站臺北市中山區南京東路3段253號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.541823,25.051712,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2442b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2442b.JPG
2443a,松山,台北小巨蛋站臺北市松山區南京東路4段10-1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.551023,25.051515,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2443a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2443a.JPG
2443b,松山,台北小巨蛋站臺北市松山區南京東路4段10-1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.551023,25.051515,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2443b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2443b.JPG
2444a,松山,南京三民站臺北市松山區南京東路5段237號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.563305,25.051539,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2444a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2444a.JPG
2444b,松山,南京三民站臺北市松山區南京東路5段237號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.563305,25.051539,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2444b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2444b.JPG
2445a,松山,松山站臺北市松山區八德路4段742號3號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.578119,25.050361,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2445a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2445a.JPG
2445b,松山,松山站臺北市松山區八德路4段742號3號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.578119,25.050361,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2445b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2445b.JPG
2446,松山,三民公園臺北市松山區撫遠街298號遊戲場旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.567650,25.061790,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2446,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2446.JPG
2446a,松山,三民公園臺北市松山區撫遠街298號對面入口牌樓左側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.566750,25.061379,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2446a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2446a.JPG
2447,松山,臺北田徑場八德路三段與敦化北路八德路三段10-1號對面,北水處東區分處,+886 2 8770 3360,24/7,121.550179,25.048390,正常,20240104100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2447,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2447.JPG
2450,松山,資訊科技服務大樓臺北市松山區民生東路4段133號人行道,民生辦公大樓管理負責人,+886 2 2716 0802,24/7,121.554839,25.058341,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2450,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2450.JPG
2451,南港,成美左岸河濱公園臺北市南港區成美河濱公園籃球場,工務局水利工程處東區左岸管理站,+886 2 2720 8889#2690,24/7,121.587930,25.054729,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2451,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2451.JPG
2453,松山,民生公園臺北市松山區民生東路5段36巷4弄17號步道,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.557821,25.057544,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2453,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2453.JPG
2454,松山,富民生態公園臺北市松山區新東街41之7號步道,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.565426,25.060523,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2454,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2454.JPG
2455,松山,敦化公園臺北市松山區八德路3段12巷52弄3號對面遊戲區旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.550507,25.046403,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2455,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2455.JPG
2456,松山,吉仁公園臺北市松山區八德路3段與延吉街交口涼亭旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.553510,25.047900,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2456,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2456.JPG
2457,松山,健康公園臺北市松山區寶清街111巷40號花圃內,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.568940,25.054110,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2457,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2457.JPG
2458,松山,寶清公園臺北市松山區寶寶清街30巷22號步道,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.567676,25.052155,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2458,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2458.JPG
2459,松山,西松公園臺北市松山區南京東路5段251１巷50弄13號花圃內,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.564043,25.053873,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2459,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2459.JPG
